PUBCHEM_SUBSTANCE_ID,smiles
17009030,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccccc3[N+](=O)[O-])c(=O)n2C1c1ccc(OC)c(OC)c1
16963380,CCOC(=O)c1c(C)n(C(C)C)c2ccc(OC(=O)c3ccccc3)cc12
17110443,C=CCOc1ccc(C2C(C(=O)OCC)=C(C)N=c3s/c(=C\c4ccc(OC)cc4OC)c(=O)n32)cc1
17143282,CN(C)c1ccc(/C=C/c2cc(=O)oc3ccccc23)cc1
17022567,CCN(CC)CCCNc1ccnc2cc3ccccc3cc12
17009029,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccccc3[N+](=O)[O-])c(=O)n2C1c1ccc(OC(C)=O)cc1
118052235,C=C(C)COc1ccccc1C(=O)Nc1ccccc1
118051099,CCOCCOc1ccccc1C(=O)Nc1ccccc1
17074911,COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)ccc1OCc1ccccc1Cl
22397061,CCCCCOc1ccccc1C(=O)Nc1ccccc1
22396738,COCCOc1ccccc1C(=O)Nc1ccccc1
110472854,CCCCCCc1cc2cc(-c3nc4ccccc4[nH]3)/c(=N/c3ccccc3OC)oc2cc1O
17025164,COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc(Br)c1OC
134221011,C/C=C1\CN2CC[C@H]1CC2[C@H](O)c1ccnc2ccc(OC)cc12
383535696,CCCSCc1nnc2sc(C(CC)c3ccccc3)nn12
124752355,CCCCn1c(=N)c(C(=O)NCc2ccc(OC)cc2)cc2c(=O)n3cccc(C)c3nc21
17094935,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccccc3OS(=O)(=O)c3ccccc3)c(=O)n2C1c1ccc(Cl)cc1
16964858,c1ccc(Cn2c(/N=N/c3c(Nc4ccccc4)ccc4ccccc34)nc3ccccc32)cc1
17126055,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(O)c(I)c3)c(=O)n2C1c1ccc(OCC)cc1
406166450,C=CCNCC(O)Cn1c2ccccc2c2ccccc21
24844773,Cc1ccc2c(c1)c1c(n2CC(O)CNC2CCCCC2)C(=O)CCC1
124752596,CCOCCCn1c(=N)c(C(=O)NCc2ccccc2Cl)cc2c(=O)n3cccc(C)c3nc21
16980705,COc1ccc2c(=O)cc(C(F)(F)C(F)F)oc2c1
16977725,Cc1ccc2oc(C(Cl)(Cl)Cl)cc(=O)c2c1
24844575,C=CCOc1c(C(=O)OCC)cnc2ccc(Cl)cc12
17034592,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(N(CC)CC)cc3)c(=O)n2C1c1ccccc1
124353680,CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(CC(C)C)c1=N
124354051,CCCCCn1c(=N)c(C(=O)NCc2ccc(C)cc2)cc2c(=O)n3cccc(C)c3nc21
17022361,CCCCCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1Cl
17121321,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(OC(=O)c4cccc(Br)c4)c(OC)c3)c(=O)n2C1c1ccccc1
17008982,C=CCOc1ccc(/C=c2/sc3n(c2=O)C(c2ccc(OC)c(OC)c2)C(C(=O)OCC)=C(C)N=3)cc1
17020044,CCCCCOC(=O)C1=C(C)NC(=S)NC1c1ccccc1OCCC
17019985,CCCCOC(=O)C1=C(C)NC(=O)NC1c1ccc(N(CC)CC)cc1
17019882,CCCCCOC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)c(Br)c1
17019824,CCOc1ccccc1C1NC(=O)NC(C)=C1C(=O)OCCSCC
17019801,CCOCCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1OCC
17019248,COCCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1Br
124354161,CCCCNC(=O)c1cc2c(=O)n3ccccc3nc2n(CCc2ccc(OC)c(OC)c2)c1=N
17012476,CCCCCCOC(=O)C1=C(C)NC(=O)NC1c1ccc(N(C)C)cc1
17012461,COCCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1OC(C)C
17012447,CCCCCCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1F
17012440,CCCCCCOC(=O)C1=C(C)NC(=O)NC1c1ccc(Cl)cc1Cl
124751826,Cn1c(=N)c(C(=O)NCc2cccnc2)cc2c(=O)n3ccccc3nc21
17119275,CCOC(=O)C1=C(C)N=c2s/c(=C/c3cccc([N+](=O)[O-])c3O)c(=O)n2C1c1ccc(F)cc1
17001097,CCCCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1Cl
17000953,CCCCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1OCc1ccccc1
17000952,CCCCOC(=O)C1=C(C)NC(=O)NC1c1cc(Cl)cc(Cl)c1OC
17000297,CCOc1ccccc1C1NC(=O)NC(C)=C1C(=O)OCCOc1ccccc1
16992841,CSCCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1Br
16991324,CCCOc1ccccc1C1NC(=O)NC(C)=C1C(=O)OCCSC
16991317,CCOCCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1F
17093692,C=CCOc1ccc(C2C(C(=O)OCC)=C(C)N=c3s/c(=C/c4cc(Br)cc(OC)c4O)c(=O)n32)cc1OCC
17121332,CCOC(=O)C1=C(C)N=c2s/c(=C\c3cccc(OCc4ccccc4[N+](=O)[O-])c3)c(=O)n2C1c1ccc(OC)cc1
17058449,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(I)cc3)c(=O)n2C1c1ccc(O)cc1
16991223,CCCCCCCOC(=O)C1=C(C)NC(=O)NC1c1cc(Br)c(O)c(OC)c1
16991220,CCCCOC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)c(OC)c1
16991212,CCCCOc1ccccc1C1NC(=O)NC(C)=C1C(=O)OCC(F)(F)F
124751957,N=c1c(C(=O)NCc2ccc3c(c2)OCO3)cc2c(=O)n3ccccc3nc2n1Cc1ccco1
16991163,CCCCCOC(=O)C1=C(C)NC(=O)NC1c1ccc(Cl)cc1
124751942,CCOCCCn1c(=N)c(C(=O)NCc2ccc(C)cc2)cc2c(=O)n3cccc(C)c3nc21
16987897,CCCCOc1ccc(C2NC(=O)NC(C)=C2C(=O)OCC)cc1
16982128,CCCCCCCOC(=O)C1=C(C)NC(=O)NC1c1ccc(OCC)cc1
16975314,C=CCOC(=O)C1=C(C)NC(=S)NC1c1ccccc1F
16975235,CCCCCOc1ccc(C2NC(=O)NC(C)=C2C(=O)OCCOC)cc1
160665593,COc1ccc(-c2cc(=O)oc3c4c(ccc23)OCN(c2ccc(NC(C)=O)cc2)C4)cc1
16993411,CCOC(=O)c1cn(NC(=O)c2cn(CC)c3cc(N4CCCC4)c(F)cc3c2=O)c2c(F)c(F)c(F)cc2c1=O
124752089,CCCn1c(=N)c(C(=O)NCc2ccccc2Cl)cc2c(=O)n3cccc(C)c3nc21
26513224,COc1ccc(Cl)cc1CNCCc1ccccc1
17130670,CCCOc1ccccc1C1C(C(=O)OCC)=C(C)N=c2s/c(=C/c3cc(I)c(O)c(OC)c3)c(=O)n21
17126049,CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(C)n(-c4ccc5c(c4)OCO5)c3C)c(=O)n2C1c1ccc(OCC)cc1
160665590,O=c1cc(-c2ccccc2)c2ccc3c(c2o1)CN(Cc1cccnc1)CO3
124752635,CCCCOc1ccccc1C(=O)Nc1nonc1-c1ccc(OC)c(OC)c1
17005738,COc1ccc(-c2nc(-c3ccc(C(=O)c4ccccc4)cc3)c(-c3ccccc3)[nH]2)cc1
17147244,CCOC(=O)c1ccc2ncc(C(=O)OCC)c(NCCCOC(=O)c3ccccc3)c2c1
24379435,CN(C)CCNCc1ccc(-c2ccc(Br)cc2)o1
24712218,COc1cc(CNCCO)ccc1OCc1ccc(Cl)cc1
16976483,C=CCn1c(=N)c(C(=O)NCc2ccc(C)cc2)cc2c(=O)n3ccccc3nc21
124353705,COCCCNC(=O)c1cc2c(=O)n3ccccc3nc2n(CCc2ccc(OC)cc2)c1=N
17014340,CCN(CC)c1ccc(Nc2nc(-c3ccccn3)cs2)cc1
16990204,Cc1ccc(C)c(-c2csc(Nc3ccc(I)cc3)n2)c1
162011268,CCCCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)cc2)c1
17093689,C=CCOc1ccc(C2C(C(=O)OCC)=C(C)N=c3s/c(=C/c4ccc(O)c(OC)c4)c(=O)n32)cc1OCC
17093442,CCOC(=O)C1=C(C)N=c2s/c(=C\c3cc(I)c(O)c(I)c3)c(=O)n2C1c1ccc(OCC)cc1
16987950,O=C1c2ccccc2-c2nnc(-c3ccc4c(c3)OCO4)cc21
17110442,C=CCOc1ccc(C2C(C(=O)OCC)=C(C)N=c3s/c(=C\c4c[nH]c5ccccc45)c(=O)n32)cc1
17027805,C=CCNC(=O)CSc1nc2ccccc2c(=O)n1CC
17058341,O=C(CCCOc1ccc(Cl)cc1Cl)Nc1ccc(Cl)cc1Cl
17008975,C=CCOc1ccc(/C=c2/sc3n(c2=O)C(c2ccc(Cl)cc2)C(C(=O)OCC)=C(C)N=3)cc1
17008974,CCOC(=O)C1=C(C)N=c2s/c(=C/c3cccc4ccccc34)c(=O)n2C1c1ccc(OC(C)=O)cc1
17141479,CCCNC(=O)c1cc(I)ccc1NC(=O)c1ccc(Cl)cc1Cl
17114842,COc1ccccc1OC(=O)Cc1cccc2ccccc12
17032000,O/N=C1/C(c2ccccc2)=Nc2ccccc21
17141465,C=CCNC(=O)c1cc(Cl)ccc1NC(=O)c1ccc(Cl)cc1Cl
17058334,O=C(CCCOc1ccc(Cl)cc1Cl)Nc1ccccc1
17139185,Cc1cc(O)ccc1NC(=O)c1ccc(Cl)cc1Cl
16985387,COc1ccc(/C=N/c2ccc(N3CCOCC3)cc2)cc1Br
17008973,C=CCOc1ccc(/C=c2/sc3n(c2=O)C(c2ccc(OC(C)=O)cc2)C(C(=O)OCC)=C(C)N=3)cc1
17114617,O=C(Nc1cc(Cl)c(O)c(Cl)c1)c1ccc(Cl)cc1Cl
17110461,C=CCOc1ccc(C2C(C(=O)OCC)=C(C)N=c3s/c(=C\c4cc(Br)c(OC(C)=O)c(OC)c4)c(=O)n32)cc1
17110452,C=CCOc1ccc(C2C(C(=O)OCC)=C(C)N=c3s/c(=C\c4ccco4)c(=O)n32)cc1
17118022,COC(=O)c1ccc(/C=C2\SC(Nc3ccc(F)cc3)=NC2=O)cc1
17060333,O=C(Nc1ccncc1)c1ccc(Cl)cc1[N+](=O)[O-]
17008972,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(N(CC)CC)cc3)c(=O)n2C1c1ccc(OC(C)=O)cc1
17008971,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(Br)cc3)c(=O)n2C1c1ccc(OC(C)=O)cc1
16975379,COCCCNC(=O)c1cc2c(=O)n3ccccc3nc2n(Cc2ccncc2)c1=N
17109901,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(N(C)C)cc3)c(=O)n2C1c1ccc(SC)cc1
53801359,Nc1ccc(-c2nc3ccccc3[nH]2)cc1
53801324,Nc1cccc(-c2nc3ccccc3[nH]2)c1
17021689,C/C=C/C(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1
16982296,c1ccc(-c2ccc(-c3nc(-c4ccccc4)[nH]c3-c3ccc(-c4ccccc4)cc3)cc2)cc1
16982264,Oc1ccc(-c2nc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)[nH]2)cc1
124353698,C=CCn1c(=N)c(C(=O)NCc2ccc(OC)cc2)cc2c(=O)n3cccc(C)c3nc21
17024661,O=C(c1ccccc1[N+](=O)[O-])N(Cc1ccccc1)c1ccccn1
16969635,COCCCNc1nc(-c2ccccc2)nc2ccccc12
124751910,Cc1ccc(CNC(=O)c2cc3c(=O)n4cccc(C)c4nc3n(Cc3ccc(F)cc3)c2=N)cc1
24379128,CCCCNCc1ccc(Cl)cc1
164170506,CN1CCN(c2ccc(NC(=O)c3ccc(-c4ccc(Cl)cc4Cl)o3)cc2)CC1
163630477,O=C(Nc1ccccc1Cl)c1ccc(-c2ccc(Cl)cc2[N+](=O)[O-])o1
17013053,O=C(Nc1ccc(Cl)cc1Cl)c1ccc(-c2ccccc2[N+](=O)[O-])o1
16998368,O=C(Nc1ccc(N2CCOCC2)c(Cl)c1)c1ccc(-c2ccc(Cl)cc2Cl)o1
17126040,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(O)c(I)c3)c(=O)n2C1c1ccccc1Cl
163628880,CCCn1c(=N)c(C(=O)NC2CCCCC2)cc2c(=O)n3ccccc3nc21
17109956,CCOC(=O)C1=C(C)N=c2s/c(=C\c3cc(I)c(O)c(I)c3)c(=O)n2C1c1ccc(Br)cc1
124751959,COCCCn1c(=N)c(C(=O)NCC(C)C)cc2c(=O)n3cccc(C)c3nc21
17126797,CCCN1C(=O)S/C(=C\c2ccc(OCc3ccccc3F)c(OC)c2)C1=O
16973638,O=c1cc(-c2ccccc2)c2ccc3c(c2o1)CN(c1ccc(F)cc1)CO3
17141399,COc1ccc(NC(=O)c2cc(I)ccc2NC(=O)c2cccc(C)c2)cc1
17002931,COc1ccc(-c2[nH]c(-c3ccc(Br)cc3)nc2-c2ccccc2)cc1
17115837,COc1ccc(C(=O)Nc2cc(Cl)ccc2OC(=O)c2ccc(OC)cc2)cc1
22397775,Cn1nnnc1SCCCNCc1ccc(-c2ccc(F)c(Cl)c2)o1
17079922,COc1ccc(NC(=O)c2cc(Cl)ccc2N)cc1
17144805,Cc1ccc(CNCCCN(C)C)o1
17008968,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(-c4ccccc4Cl)o3)c(=O)n2C1c1ccc(OC(C)=O)cc1
17094767,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(OCCOc4ccc(C)cc4)cc3)c(=O)n2C1c1ccccc1
170364556,O=C(NC(=S)NC1CCN(Cc2ccccc2)CC1)c1ccco1
17130465,COc1cccc(NC(=O)Cn2cc(C=O)c3ccccc32)c1
17126033,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(N(CC)CC)cc3O)c(=O)n2C1c1ccccc1Cl
163627914,Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2)ccc1Cl
103023652,O=C(Nc1cccc(C(F)(F)F)c1)c1cccnc1Cl
17008932,CCOC(=O)C1=C(C)N=c2s/c(=C/c3c(Cl)cccc3Cl)c(=O)n2C1c1ccc(OC(C)=O)c(OC)c1
17111138,COc1ccc(Cl)cc1C(=O)NC(=S)Nc1cccc(C(F)(F)F)c1
17088489,O=C(/C=C/c1cccc(Cl)c1)Nc1cccc(C(F)(F)F)c1
17048906,COc1ccc(Cc2nnc(NC(=O)CCCOc3ccc(Cl)cc3Cl)s2)cc1OC
17110441,C=CCOc1ccc(C2C(C(=O)OCC)=C(C)N=c3s/c(=C\c4ccc(C)c(Br)c4)c(=O)n32)cc1
17110427,CCOC(=O)C1=C(C)N=c2s/c(=C\c3cc(I)c(O)c(OC)c3)c(=O)n2C1c1ccc(OC(C)C)cc1
17011862,CCCCCC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1
17126190,CCCCOc1ccc(C(=O)Nc2ccc3nc(SCc4cccc5ccccc45)sc3c2)cc1
17128993,CCN(CC)c1ccc(/C=c2\sc3n(c2=O)C(c2ccc(Cl)cc2)C(C(=O)OC(C)C)=C(C)N=3)c(OC)c1
16978442,Nc1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1
342615048,Cc1cc2nc(-c3ccc(N)cc3)[nH]c2cc1C
17110468,C=CCOc1ccc(C2C(C(=O)OCC)=C(C)N=c3s/c(=C\c4ccc(C(=O)O)cc4)c(=O)n32)cc1
17146139,Nc1ccc(-c2nc3cc(O)ccc3[nH]2)cc1
17000424,Nc1ccc(-c2nc3ccc(-c4nc5ccc(N)cc5[nH]4)cc3[nH]2)cc1
49843816,Cc1cc(NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccccc2)no1
124353668,COc1ccc(CCn2c(=N)c(C(=O)NC(C)C)cc3c(=O)n4cccc(C)c4nc32)cc1
17036044,CCOC(=O)C1=C(C)N=c2s/c(=C\c3cc(I)c(O)c(OC)c3)c(=O)n2C1c1ccc(OC)cc1
124751988,CCCCCn1c(=N)c(C(=O)NCCc2ccc(OC)cc2)cc2c(=O)n3ccccc3nc21
251912671,O=C1c2ccccc2C(=O)N1CCCCN1C(=O)c2ccccc2C1=O
17034645,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(N(CC)CC)cc3OC)c(=O)n2C1c1ccc2c(c1)OCO2
49844936,COc1ccc(C(=O)Nc2ccc(N3CCCC3)cc2)cc1OC
124752351,COc1ccc(CNC(=O)c2cc3c(=O)n4cccc(C)c4nc3n(CC3CCCO3)c2=N)cc1
46499641,COc1ccc(C(=O)Nc2ccc(N3CCN(Cc4ccccc4)CC3)cc2)cc1OC
17093358,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(OC(C)=O)c(OC)c3)c(=O)n2C1c1ccccc1OC
175614478,COc1ccc(CCNCc2ccc(Cl)cc2)cc1OC
17008929,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(Cl)c(Cl)c3)c(=O)n2C1c1ccc(OC(C)=O)c(OC)c1
17110440,C=CCOc1ccc(C2C(C(=O)OCC)=C(C)N=c3s/c(=C/c4ccccc4Cl)c(=O)n32)cc1
124352850,C=C(C)COc1cccc(C(=O)Nc2ccccc2O)c1
17110439,C=CCOc1ccc(C2C(C(=O)OCC)=C(C)N=c3s/c(=C\c4cccc(O)c4)c(=O)n32)cc1
16972567,COc1ccccc1C(=O)Oc1cccc2ccccc12
16974741,CCCCn1c(=N)c(C(=O)NCc2ccco2)cc2c(=O)n3cccc(C)c3nc21
17006373,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1
17047831,CCOCCCNC(=O)CCCOc1ccc(Cl)cc1Cl
16974740,C=CCNC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(CCCC)c1=N
17113548,Cc1cccc(C(=O)Nc2ccccc2O)c1
17149171,COc1cc(CNCCc2ccc(S(N)(=O)=O)cc2)ccc1OCc1ccc(Cl)cc1
17113313,CCOc1ccc(C(=O)Nc2ccccc2O)cc1
17113311,CC(C)(C)c1ccc(C(=O)Nc2ccccc2O)cc1
17023748,O=C(Nc1ccccc1[N+](=O)[O-])c1cccc(Oc2cccc([N+](=O)[O-])c2)c1
17118021,COc1cc(/C=C2\SC(Nc3ccc(F)cc3)=NC2=O)cc(OC)c1OC
17126173,CCCCOc1ccc(C(=O)Nc2ccc3nc(SCc4c(C)cc(C)cc4C)sc3c2)cc1
124752129,COc1ccc(CNC(=O)c2cc3c(=O)n4ccccc4nc3n(CCCOC(C)C)c2=N)cc1
124751945,Cc1cccn2c(=O)c3cc(C(=O)NC(C)C)c(=N)n(Cc4ccccc4)c3nc12
251913859,COc1ccc(C(=O)Nc2ccc(N3CCN(C(=O)c4ccc(Cl)cc4)CC3)cc2)cc1OC
17042186,O=c1cc(NC2CCN(CCc3ccccc3)CC2)c2ccccc2o1
195199940,COc1ccc(C(=O)N2CCN(c3ccc(NC(=O)c4cccc(Cl)c4)cc3)CC2)cc1
17008928,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(Cl)cc3)c(=O)n2C1c1ccc(OC(C)=O)c(OC)c1
124750659,Cc1ccc(Cn2c(=N)c(C(=O)NCc3ccco3)cc3c(=O)n4cccc(C)c4nc32)cc1
195199146,O=C(Nc1ccc(N2CCN(Cc3ccccc3)CC2)cc1)c1cccc(Cl)c1
17119270,COc1ccc(C2C(C(=O)OC(C)C)=C(C)N=c3s/c(=C/c4cccc([N+](=O)[O-])c4O)c(=O)n32)cc1
164170776,COc1ccc(C(=O)Nc2ccc(N3CCC(C)CC3)cc2)cc1OC
17119263,CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc([N+](=O)[O-])ccc3N3CCCC3)c(=O)n2C1c1ccc(OC)cc1
17119260,CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc([N+](=O)[O-])ccc3N3CCCC3)c(=O)n2C1c1cccc(OC)c1
16975372,CNC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(Cc2ccncc2)c1=N
164169634,CC(=O)N1CCN(c2ccc(NC(=O)c3cccc(Cl)c3)cc2)CC1
124354104,CCCCCn1c(=N)c(C(=O)NCc2ccc(OC)cc2)cc2c(=O)n3cccc(C)c3nc21
17118020,COc1cccc(/C=C2\SC(Nc3ccc(F)cc3)=NC2=O)c1
124752120,COC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(CCc2ccc(OC)c(OC)c2)c1=N
223652349,COc1ccc(-c2cc(=O)oc3c(C)c4c(cc23)CN(Cc2ccc(OC)c(OC)c2)CO4)cc1
49845003,COc1ccc(C(=O)Nc2ccc(N3CCN(Cc4ccccc4)CC3)cc2)cc1Cl
124353465,COCCNC(=O)c1cc2c(=O)n3ccccc3nc2n(C)c1=N
17008926,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccco3)c(=O)n2C1c1ccc(OC(C)=O)c(OC)c1
16998921,COc1cccc(C(=O)Nc2ccc(N3CCN(Cc4ccccc4)CC3)cc2)c1
16970161,COCCNc1c2c(nc3ccccc13)CCC2
195197573,O=C(Nc1ccc(N2CCOCC2)cc1)c1cccs1
164336050,CCCCNC(=O)c1ccc(NC(=O)c2cccs2)cc1
164169963,CCCC(=O)N1CCN(c2ccc(NC(=O)c3cccs3)cc2)CC1
17110438,C=CCOc1ccc(C2C(C(=O)OCC)=C(C)N=c3s/c(=C\c4ccc(O)cc4)c(=O)n32)cc1
118051560,COCCNC(=O)c1ccc(NC(=O)c2cccs2)cc1
